Q,A
"In this case, after the updated shared content is transmitted, the external electronic device 200 may be in an unlocked state.","이 경우, 갱신된 공유 컨텐츠 전송 이후, 외부 전자 장치 200은 잠금 해제 상태를 가질 수도 있다."
"Therefore, this study tried to present a method for estimating electronic group complaints using anomaly detection and content analysis based on corpus linguistics.",이에 본 연구에서는 이상 탐지와 코퍼스 언어학 기반의 내용분석을 활용한 전자 집단민원 추정 방법론을 제시하고자 하였다.
The weight map WM is shifted in a manner that traverses the first input feature map FM1 as a sliding window.,웨이트 맵(WM)이 제1 입력 피처 맵(FM1)을 슬라이딩 윈도로하여 횡단하는 방식으로 시프트된다.
Each processor can be configured to set its respective GPIO pins as inputs or outputs.,각각의 프로세서는 그의 각자의 GPIO 핀들을 입력들 또는 출력들로서 설정하도록 구성될 수 있다.
"In this case, the little core cluster may include a plurality of little cores 21, 22, 23, and 24.","이 때, 리틀 코어 클러스터는 복수개의 리틀 코어들(21, 22, 23, 24)을 포함할 수 있다."
"By analyzing the pressure exerted by the touch over time, we can determine if this applied pressure matches the characteristics of the mouse click.",시간에 걸쳐서 터치로 가해진 압력을 분석하여 가해진 이 압력이 마우스 클릭의 특징과 부합하는지를 결정할 수 있다.
"In operation 1813, the first device may check whether the key data and distance information correspond.","단계 1813에서, 제 1 디바이스는 키 데이터 및 거리 정보 대응 여부를 확인할 수 있다."
"In some embodiments, a unique group identifier is assigned to each group of user interface objects in the flat view.","일부 실시예에서, 플랫 보기 내의 사용자 인터페이스 객체 그룹 각각에 고유 그룹 식별자가 할당된다."
The region information acquisition unit 311 acquires information on regions included in each of the windows 610 and 620.,"영역정보획득부(311)는 각 윈도우(610, 620)에 포함된 영역들에 대한 정보를 획득한다."
The stereo matching device may determine at least one reference pixel among pixels on a feature point.,스테레오 매칭 장치는 특징 점 상의 픽셀들 중에 적어도 하나의 기준 픽셀을 결정할 수 있다.
"In particular, in the United States, PAR, which is similar to our content equal access regulation, has been abolished.","특히, 미국에서 우리의 콘텐츠 동등접근 규제와 유사성이 있는 PAR이 폐지되었다."
"In step 1210, the management unit manages service information for a plurality of nodes included in the sensor network.","단계 1210에서, 관리부는 상기 센서 네트워크에 포함된 복수 개의 노드에 대한 서비스 정보를 관리한다."
The symbol B 314 according to an embodiment may be copied from a sample of the first section in the symbol A 312.,일 실시예에 따른 심볼 B(314)는 심볼 A(312) 내의 제 1 구간의 샘플로부터 복사된 것일 수 있다.
"On the screen 503, the partial progress bar 42 is shown to be skewed toward the top of the screen.",503 화면에서 부분 진행바(42)는 화면 상단에 치우쳐 배치되는 것으로 나타내었다.
"Furthermore, the IPC code frequency was analyzed and the technical relevance of Korean patents was identified using the association rule mining technique.",나아가 IPC코드 빈도를 분석하고 연관규칙 마이닝 기법을 사용하여 한국 특허에 대한 기술 연관성을 파악하였다.
The size of the first data and the second data may be 8 bytes.,상기 제1 데이터 및 상기 제2 데이터의 크기가 8바이트일 수 있다.
Online-only promotion The online-only stand has been reorganized through an online hot deal.,온라인 전용 프로모션 온라인 핫 딜을 통해 온라인 전용 매대를 재구성했다.
"According to an example, the vent part 422-1 may be vented toward the vibration generating device 200.","일 예에 따르면, 벤트부(422-1)는 진동 발생 장치(200)를 향하여 벤트될 수 있다."
Mapping information between the instruction identifier and the software component identifier may be configured as shown in Table 2 below.,명령어 식별자와 소프트웨어 컴포넌트 식별자 간 매핑 정보는 다음의 표 2와 같이 구성될 수 있다.
"As a result, it shows the highest concentration in all regions between 06 and 09.",그 결과 06~09시에는 모든 지역에서 최고 농도를 보이고 있다.
The purpose of this study is to propose a comprehensive framework that can be applied to new information and communication technology introduction projects in the public sector.,본 연구는 공공부 문의 새로운 정보통신기술 도입사업에 적용할 수 있는 포괄적인 프레임워크를 제안하는데 목적이 있다.
"In certain implementations, the CES device may include a material interposed between the conductive terminals.","특정 구현에서, CES 소자는 도전성 단자들간에 개재되는 재료를 포함할 수 있다."
1 is a diagram illustrating an SLA management system according to an embodiment of the present invention.,도 1은 본 발명의 일 실시예에 따른 SLA 관리 시스템을 도시한 도면이다.
The controller 190 may display information related to a hospital on the first display unit 151.,제어부(190)는 제1 표시부(151)에 병원과 관련된 정보를 표시할 수 있다.
2 is a block diagram showing the configuration of a receiving device according to an embodiment of the present invention.,도 2는 본 발명의 일 실시 예에 따른 수신 장치의 구성을 나타내는 블록도이다.
Big Data strategies can be defined as next-generation strategies for media companies.,빅 데이터 전략은 미디어 회사들에 있어 차세대 전략으로 정의할 수 있다.
Twitter activity data was constructed through ed web communication along with self-investigation.,트위터 활동 자료는 자체조사와 함께 에드 웹 소통을 통하여 구축하였다.
Chapter 4 seeks to derive measures to improve and increase efficiency of the venture and start-up-related systems based on the previous status identification and analysis.,제4장은 앞선 현황 파악과 분석에 기반하여 벤처 ·창업 관련 제도의 개선 및 효율화 방안을 도출하고자 한다.
"If the call reception event does not occur, the electronic device maintains the display of the application program in operation 1401.","만일, 호 수신 이벤트가 발생하지 않는 경우, 전자 장치는 1401동작에서 응용프로그램의 표시를 유지한다."
The storage unit 1320 may include a memory 1323 and a storage device 1327.,저장부(1320)는 메모리(1323) 및 저장장치(1327)를 포함할 수 있다.
The ICT-based remote monitoring service is suitable for managing chronic diseases such as hypertension or diabetes.,ICT 기반 원격 모니터링 서비스는 고혈압 또는 당뇨병과 같은 만성질환 관리에 적합하다.
The recognition unit 161 recognizes identification information corresponding to the captured identification image 210.,인식부(161)는 촬영된 식별 이미지(210)에 상응하는 식별 정보를 인식한다.
"If the pickup location is not suitable, the device can schedule a personal itinerary.","픽업 위치가 적합하지 않은 경우, 장치는 개인 여정을 스케줄링할 수 있다."
"The window display change event may be, for example, a motion of dragging after touching a point in an inner area of ??the window.",윈도우 표시 변경 이벤트는 예를 들어 윈도우의 내부 영역 일 지점을 터치한 이후에 드래그하는 모션일 수 있다.
"On the other hand, in March 2010, about 150 companies that were affected filed a complaint against the bank selling KIKO on allegations of fraud.","한편, 2010년 3월 피해 기업 150여 개사는 키코 판매 은행에 대해 사기 혐의로 고소·고발하였다."
"Here, the subject may be a focus area of ??image data that the user desires to acquire.","여기에서, 피사체는 사용자가 획득하고자 하는 영상 데이터의 초점 영역이 될 수 있다."
"However, adjustment of the reference value based on such feedback should be carried out carefully and conservatively.","다만, 이러한 피드백에 기초한 기준 값의 조정은 신중하고 보수적으로 수행되어야 할 것이다."
"Thereafter, the electronic device proceeds to step 403 and checks whether response information including time information of the second electronic device is received.","이후, 전자 장치는 403단계로 진행하여 제 2 전자 장치의 시간 정보를 포함하는 응답 정보가 수신되는지 확인한다."
"<Figure 2> shows the overall process of research data management in developed countries, and people, organizations and systems should be maintained at each stage.","<그림 2>는 선진국의 연구 데이터 관리의 전 과정을 보여주는 것인데, 개인, 조직 및 시스템은 각 단계에서 유지 관리되어야 한다."
The antenna pattern AP may be positioned adjacent to the second rear cover part RC2.,안테나 패턴(AP)은 제2 후면 커버부(RC2)에 인접하여 위치할 수 있다.
"In this study, the distribution of soil heavy metal contamination survey data was confirmed by the procedure shown in Figure 3, and spatial autocorrelation analysis was performed.","본 연구에서는 그림 3과 같은 절차로 토양 중금속 오염 조사 자료의 분포를 확인하고, 공간 자기 상관성 분석을 수행하였다."
The seed electrode pattern SEC may be connected to the upper surface of the second contact plug 125.,씨드 전극 패턴(SEC)은 제 2 콘택 플러그(125)의 상부면에 접속될 수 있다.
The electronic device 100 may receive sensor information on the control device 200 from an external sensor.,전자 장치(100)는 외부 센서로부터 컨트롤 장치(200)에 대한 센서 정보를 수신할 수 있다.
Another example includes a method for capturing data from a serial input data stream.,다른 예는 직렬 입력 데이터 스트림으로부터 데이터를 캡처하기 위한 방법을 포함한다.
8 is a flowchart of a streaming service method 800 according to an embodiment.,도 8은 일 실시예에 따른 스트리밍 서비스 방법(800)의 흐름도이다.
"For this purpose, SWOT analysis was performed to find out the degree of preparation related to domestic intelligent information technology.",이를 위해 현재 국내 지능정보기술과 관련된 준비 정도를 알아보기 위해 SWOT 분석을 수행하였다.
The method also includes displaying the visual message on the display of the panel.,방법은 또한 패널의 디스플레이 상에 시각 메시지를 디스플레이하는 단계를 포함한다.
We observe that experts seldom rely on decision making.,우리는 전문가가 의사 결정에 거의 의존하지 않는다는 것을 관찰한다.
"Referring to FIG. 5, the audio output device 500 is connected and operated together with the external display device 590.","도 5에 따르면, 오디오 출력장치(500)는 외부 디스플레이 장치(590)과 함께 연결되어 동작한다."
The sizes of the first passivation area 810a1 and the second passivation area 810a2 may be different.,제1 비활성화 영역(810a1)과 제2 비활성화 영역(810a2)의 크기는 다를 수 있다.
The analysis unit 820 may obtain result data by inputting data into the learned model.,분석부(820)는 데이터를 학습된 모델에 입력하여 결과 데이터를 얻을 수 있다.
"That is, if the exact index table is not known, the desired system information (SIF) may not be obtained.","즉, 정확한 인덱스 테이블을 알지 못하는 경우, 원하는 시스템 정보(SIF)를 얻을 수 없을 것이기 때문이다."
"As mentioned earlier, migrants strengthen community activities to respond to the discrimination they experience in the process of settling in a migrant society.",앞에서 언급한 바와 같이 이주자는 이주 사회에 정착하기 위해 그 과정에서 겪는 차별에 대응하기 위해 커뮤니티 활동을 강화한다.
"Here, the balance voltage VBV is a voltage for preventing deterioration of the charging cells C1 and C2.","여기서, 밸랜스 전압(VBV)은 충전 셀들(C1, C2)의 열화를 방지하기 위한 전압이다."
"In other words, it cannot be called an unfair act just because it puts other businesses at a disadvantage.","즉 다른 사업자를 불리하게 한다는 이유만으로 부당한 행위라고 할 수 없고, 부당한 행위에 해당하기 위해서는 ""정당하지 않은 의도""가 있음이 입증되어야 한다."
"Accordingly, a process of storing new data while preserving the original file data is required.","따라서, 원래의 파일 데이터를 보전하면서 신규 데이터를 저장하는 과정이 필요하다."
At least one purchase terminal 100 may be a terminal having transaction points according to the purchase amount.,적어도 하나의 구매 단말(100)은 구매 금액에 따라 거래 포인트를 가지는 단말일 수 있다.
"As such, the intelligent information technology ecosystem has a vertical and horizontal structure in which various components participate.","이와 같이 지능 정보기술 생태계는 다양한 구성인자들이 참여하는 수직적, 수평적 구조를 지닌다."
The receiving device 200 may convert the separated signal for each CC into a frequency component signal through time/frequency conversion.,상기 수신 장치(200)는 상기 분리된 각 CC 별 신호를 시간/주파수 변환을 통해 주파수 성분 신호로 변환할 수 있다.
The communication module 1012 may receive information on a serving cell from a server.,통신 모듈(1012)은 서버로부터 서빙 셀의 정보를 수신할 수 있다.
"According to the present invention, it is possible to efficiently manage and execute a complex and vast system with limited resources.","본 발명에 따르면, 제한된 자원으로, 복잡하고 방대한 시스템을 효율적으로 관리 및 실행할 수 있다."
The device 1000 may display a selected partial area on the entire screen of the device 1000.,디바이스(1000)는 선택된 일부 영역을 디바이스(1000)의 화면 전체에 디스플레이할 수 있다.
"They argued that the accuracy of DK and UK is generally similar, and that UCK is relatively more accurate than DCK.","이들은 DK와 UK는 그 정확성이 대체로 유사하고, UCK는 DCK보다 상대적으로 정확하다고 주장하였다."
One page buffer may be connected to each bit line.,각각의 비트 라인마다 하나의 페이지 버퍼가 연결될 수 있다.
The source of the third control transistor T13 is connected to the drain of the second control transistor T12.,제3 제어 트랜지스터(T13)의 소스는 제2 제어 트랜지스터(T12)의 드레인에 연결된다.
"That is, when the intensity of the reflected signal varies according to the color of the handwriting, the intensity of the reflected signal may vary for each wavelength of the sensing signal.","즉, 필기체의 색상에 따라 반사신호의 세기가 달라질 경우, 반사신호의 세기는 감지신호의 각 파장별로 달라질 수 있다."
The LCID of the data radio bearer (00011 (integer 3)-01010 (integer 10)) can be used.,데이터 무선 베어러의 LCID(00011(정수 3)-01010(정수 10))를 사용할 수 있다.
The NAND gate ND1 performs NAND operation on the test signal TM inverted by the pull-up signal PPU and inverter IV1.,낸드게이트 ND1는 풀업신호 PPU와 인버터 IV1에 의해 반전된 테스트신호 TM를 낸드연산한다.
The logic level at which the operation active signal ACT_OP is enabled may be variously set according to embodiments.,동작액티브신호(ACT_OP)가 인에이블되는 논리레벨은 실시예에 따라서 다양하게 설정될 수 있다.
The projection device 142 may be a mini projector or a 3D holographic projector.,프로젝션 디바이스(142)는 미니 프로젝터 또는 3D 홀로그래픽 프로젝터일 수 있다.
"While searching for data on the tangible and intangible ICT industries focusing on the ICT industry, it was found that there was a difference between the classification range in the tangible ICT industry and the classification range in the intangible technology trade.",ICT산업에 초점을 맞추어 유형의 ICT 산업과 무형의 ICT산업에 대한 자료를 탐색하던 중 유 형의 ICT 산업에서의 분류범위와 무형의 기술 무역 분류범위가 차이가 난다는 것을 알 수 있 었다.
"In this case, the terminal may determine that the base station supports PBCH coverage extension.","이 경우, 단말은 기지국이 PBCH 커버리지 확장을 지원하는 것으로 결정할 수 있다."
"At this time, as described above with reference to FIG. 5, the mobile device may detect an event for the adult mode (S1320).","이때, 도 5에서 상술한 바와 같이, 모바일 디바이스가 어른 모드에 대한 이벤트를 디텍팅 할 수 있다(S1320)."
Determining how design elements should combine to achieve this particular purpose is important in the design of the media's interface.,이처럼 특정한 목적을 달성하기 위해 디자인 요소들이 어떻게 결합하여야 하는가를 결정하는 것이 미디어의 인터페이스 디자인에서 중요하다.
"Here, the items included in the content list may be moved in the manner described above in FIGS. 27 and 28.",여기서 상기 컨텐츠 리스트에 포함된 항목은 도 27 및 도 28에서 전술된 방식으로 이동할 수 있다.
It has all the features you thought you would need while traveling.,실제 여행하면서 필요하다고 생각했던 기능이 전부 들어가 있다.
"When used for clothing, it is mainly printed in small pieces and connected with adhesives or snaps. Due to the low melting temperature, deformation and biodegradability due to heat, it is damaged when exposed to the outdoors for a long time, and the use of clothing is limited.",의류에 사용될 때는 주로 작은 조각으로 프린트 후 접착제나 스냅 등으로 연결하며 녹는 온도가 낮고 열에 의한 변형과 생분해성 때문에 실외에 장시간 노출되면 파손되고 의류 사용에는 제한적이다.
Processor 220 may set information on the electronic device and a function provided by the electronic device to the object.,프로세서(220)는 전자 장치에 대한 정보 및 전자 장치가 제공하는 기능을 오브젝트에 설정할 수 있다.
The scan area may correspond to a partial area set in step 731.,스캔 영역은 731단계에서 설정된 일부 영역과 대응될 수 있다.
"When the payment mode of the mobile terminal 100 is the first mode, the controller 180 may perform the primary payment.","이동 단말기(100)의 결제 모드가 제1 모드인 경우, 제어부(180)는 일차 결제를 수행할 수 있다."
"The present invention relates to semiconductor technology, and more particularly, to a memory device and a memory module.","본 발명은 반도체 기술에 관한 것으로, 더 상세하게는 메모리 장치 및 메모리 모듈에 관한 것이다."
The second authentication mode operation S20_2 may be performed similarly to the operation in the authentication mode S20 of FIG. 3.,제2 인증 모드 동작(S20_2)은 도 3의 인증 모드(S20)에서의 동작과 유사하게 수행될 수 있다.
"When there is a conflict setting at the input location of the input information, the server 300 may perform conflict processing according to the role information.","입력 정보의 입력 위치에 충돌 설정이 있는 경우, 서버 300은 역할 정보에 따른 충돌 처리를 수행할 수 있다."
The storage unit 175 may store the first to ninth layouts in which the object to be repositioned is moved to the left by one step.,저장부(175)는 위치 변경 대상 오브젝트가 좌측으로 1단계씩 이동된 제1 내지 제 9 레이 아웃을 저장할 수 있다.
A total of 270 participants participated in the experiment (132 in the experimental group and 138 in the control group).,"실험에 참여한 참가자는 총 270명(실험 집단 132명, 통제 집단 138명)이었다."
"Moreover, in the case of a device equipped with a function that can operate according to the collected information, the level of operation function can be increased by using the blockchain.",더욱이 수집된 정보에 따라 동작할 수 있는 기능이 탑재된 장치의 경우 블록체인 활용을 통해동작 기능의 수준을 높일 수 있다.
The digital transmission module 200 transmits the generated voltage pulse Vline to the reception terminal Rx.,디지털 송신 모듈(200)은 생성된 전압 펄스(Vline)를 수신단(Rx)로 전송한다.
The VR stereoscopic realization value appears in proportion or inverse proportion according to the characteristics of the variable considered as an error tolerance.,VR 입체 구현값이 오차 허용 범위로 고려된 변수의 특성에 따라 비례 또는 반비례로 나타난다.
"Thereafter, the step (S360) of transmitting the power reception condition information to the network server by the mobile terminal 100 proceeds.","이후, 이동 단말기(100)가 네트워크 서버로 전력 수신 조건 정보를 전송하는 단계(S360)가 진행된다."
"Then, in the context of the above, can the illegality of the act be recognized if both requirements are satisfied after determining whether the act is unfair and whether the user's interests are substantially impaired?","그렇다면 위와 같은 맥락에서 볼 때, 행위의 부당성과 이용자 이익의 실질적 저해여부를 판단한 뒤, 두 요건을 모두 충족했을 경우, 해당 행위의 위법성은 인정받을 수 있는가?"
Circuit 140 supplies an activation control signal to actuators 120 to cause their activation.,회로(140)는 활성화 제어 신호를 액추에이터들(120)에 공급하여 그들의 활성화를 야기한다.
FIG. 44 is a block diagram showing still another example of an ASS core employed in the encryption/decryption apparatus of FIG. 35;,도 44는 도 35의 암복호화 장치에 채용되는 에이이에스 코어의 또 다른 예를 나타내는 블록도이다.
"Diversity of industries and universities had a positive impact on arts and sports start-ups, just like the youth.","산업의 다양성과 대학은 청년층과 동일 하게 예술·스포츠 창업에 정적인 영향을 미쳤는데, 산업이 다 양하고 대학이 위치한 지역에서 중년층의 창업률이 높은 모 습을 보였다."
"Because of the lack of data and the complexity associated with valuing individual rights, these costs are not calculated in cash.",데이터의 결여와 개인 권리의 가치 평가와 관련된 복잡성 때문에 이 비용은 현금으로 산정하지 않는다.
The form and structure of distributed healthcare data is very important.,유통된 헬스케어 데이터의 형태와 구조는 매우 중요하다.
"When there is no pre-processing process, the number of sensor data input to the artificial intelligence module 130 corresponds to the number of sensors.","전처리 과정이 없는 경우, 인공 지능 모듈(130)에 입력되는 센서 데이터의 개수는 센서들의 개수에 대응된다."
The processor 410 may receive a user input through the input device 470.,프로세서(410)는 입력 장치(470)를 통해 사용자 입력을 수신할 수 있다.
The last node may be selected from nodes having less than n child nodes.,마지막 노드는 n개 미만의 자식 노드를 가지는 노드 중에서 선택될 수 있다.
The user may search for content stored in the cloud storage 106 through the user terminal 108.,사용자는 사용자 단말(108)을 통해 클라우드 스토리지(106)에 저장된 컨텐츠를 검색할 수 있다.
3D printing has revolutionized the manufacturing process.,3D 프린팅은 제조업 프로세스의 획기적인 변혁을 가져왔다.
The image processing apparatus may select one of the plurality of images 410 as the reference image 430.,영상 처리 장치는 복수의 영상(410) 중 하나의 영상을 레퍼런스 영상(430)으로 선택할 수 있다.
The uplink signal formed in the active pen may be referred to as an uplink receive signal.,액티브펜에 형성되는 업링크신호는 업링크수신신호로 호칭할 수 있다.
Electronic devices such as smart phones have physical keys for controlling power on/off and volume up/down.,스마트 폰과 같은 전자 장치들은 전원의 On/Off 및 볼륨의 Up/Down 등을 제어하기 위한 물리 키를 구비한다.
"According to an embodiment, the input module 110 may receive a user input.","일 실시 예에 따르면, 입력 모듈(110)은 사용자 입력을 수신할 수 있다."
It is very urgent to discuss the future social change issues that the introduction of intelligent information technology will bring.,지능정보기술의 도입이 초래할 미래 사회변화 이슈들에는 어떠한 것들이 있는지에 대해 논의하는 것은 매우 시급하다.
"In fact, recently, in connection with the implementation of the 52-hour work week, interest in regular working hours management and work culture change has increased.",실제로 최근 주 52시간 근무제 시행과 관련하여 정규 근로시간관리 및 일하는 문화 변화에 관한 관심이 증가하였다.
"On the other hand, the amount of the interfacial reflected light RL may be relatively large in the valley.",반면에 골 부분에서는 계면 반사광(RL)의 양이 상대적으로 많을 수 있다.
4 is a flowchart showing a WFD setting process according to the first embodiment of the present invention.,도 4는 본 발명의 제1 실시 예에 따른 WFD의 설정 과정을 나타낸 흐름도이다.
It is possible to appropriately change the configuration to be used according to the technical level at the time of implementing the present embodiment.,"본 실시 형태를 실시하는 그때그때의 기술 레벨에 따라, 적절히, 이용하는 구성을 변경하는 것이 가능하다."
"Through these M&As, BBB was able to grow into a strong platform leader in the ICT convergence ecosystem.",이러한 M&A를 통하여 BBB는 ICT 융합 생태계의 강력한 플랫폼 리더로 성장할 수 있었다.
Satisfaction with robots has yet to be met.,로봇에 대한 만족도가 아직 충족되지 못하고 있는 실정이다.
The second threshold 1010 may be changed according to the use environment of the electronic device 100.,제2 임계치(1010)는 전자 장치(100)의 사용 환경에 따라 변경할 수 있다.
The input device provides an identification code and the host compares it to the stored identifier (ID).,입력 디바이스는 식별 코드를 제공하고 호스트는 그것을 저장된 식별자(ID)와 비교한다.
"The communication event may include a reception or transmission request for a communication type (eg, phone/message/data).",통신 이벤트는 통신 종류(예: 전화/메시지/데이터)에 대한 수신 또는 발신 요청을 포함할 수 있다.
"Referring to FIG. 5, a first page (page 1) includes eight ECC blocks.","도 5를 참조하면, 제 1 페이지(page 1)는 8 개의 ECC 블록을 포함한다."
The pen device may generate an electromagnetic signal using an electronic circuit configured to generate the electromagnetic signal.,펜 장치는 전자기 신호를 생성하도록 구성된 전자 회로를 사용하여 전자기 신호를 생성할 수 있다.
"Moreover, the end result is not a common, accessible to anyone.",더구나 최종 결과물은 누구나 접근 가능한 공유물이 아니다.
"Hereinafter, an organic electroluminescent display device according to an exemplary embodiment of the present invention will be described with reference to FIGS. 4 to 7.","이하, 도 4 내지 도 7을 참조하여 본 발명의 일 실시예에 따른 유기 전계 발광 표시장치에 대하여 설명한다."
The current situation is that the patient is signed by the patient at the time of the first examination and is being commissioned with a blank position.,"현재 상황은 초진 시에 환자에게 싸인을 받아, 백지위임을 받고 있는 실정이다."
"Thereafter, the content of the status indicator 9 is preferably transferred to the hardware of the graphics circuit.","그 후, 상태 표시자(9)의 콘텐츠가 바람직하게는 그래픽 회로의 하드웨어에 전달된다."
"In this case, the modem 530 uses ranging channels belonging to the first type channel group allocated for low channel quality.",상기 모뎀(530)은 낮은 채널 품질을 위해 할당된 제1타입 채널 그룹에 속한 레인징 채널들을 이용한다.
The selected main thumbnail and the retrieved thumbnail are displayed on the radial axis according to a preset arrangement standard (S230).,선택된 메인 썸네일 및 검색된 썸네일들을 방사형의 축 상에 기 설정된 배치 기준에 따라 표시한다(S230).
"Accordingly, it is possible to maintain high access performance required for encryption and decryption.","그에 따라서, 암호화 및 복호화에 필요한 액세스 성능을 높게 유지할 수 있다."
"In the case of Korea, there was a big difference from the global average, as more domestic films were watched than foreign films.",한국의 경우 자국영화를 외국영화보다 더 많이 관람하여 세계 평균과 크게 차이가 났다.
The internal circuit 200 may be a circuit driven using a power voltage in a semiconductor device.,내부회로(200)는 반도체 장치 내에서 전원전압을 이용하여 구동되는 회로일 수 있다.
"The display device 102 may be formed as a non-illuminated type, a rear-illuminated type, a front-illuminated type, or a self-illuminated type.","디스플레이 소자(102)는 비조명식, 후방 조명식, 전방 조명식 또는 자가 조명식으로 형성될 수 있다."
Post office deposits have no choice but to invest in stable assets by paying principal and interest at the maturity of the deposit.,우체국 예금은 예금 만기에 원금과 이자를 지급하는 방식으로 안정적인 자산에 투자할 수밖에 없는 구조이다.
The second is the case of data not registered in the public data portal.,둘째는 공공데이터 포털에 등록되지 않은 데이터의 경우이다.
"Depending on the embodiment, the controller 240 may control the overall operation of the data processing apparatus 200.","실시예에 따라서, 제어부(240)는 데이터 처리 장치(200)의 전반적인 동작을 제어할 수도 있다."
"When an execution result of an application is displayed, a preset smell may occur in the device.","애플리케이션의 실행 결과가 표시되는 경우에, 디바이스에서 기 설정된 냄새가 발생할 수 있다."
"Similar to the above, an analysis query may be generated based on the rules of the source.","상술한 바와 유사하게, 소스의 규칙에 기초하여 분석 쿼리가 생성될 수 있다."
Note that the constraints on feature map values ??and weights are related to each other.,특징 맵 값들 및 가중치들에 대한 제약들은 서로 관련된다는 것에 주의한다.
"The acceleration sensor processes the output signal to measure dynamic forces such as acceleration, vibration, and impact of an object.","가속도 센서는 출력신호를 처리하여 물체의 가속도, 진동, 충격 등의 동적 힘을 측정하는 것이다."
Table 15 is an example of applying OCC to reference signals of the third and fourth layers in Table 14.,표 15는 표 14에서 제3 레이어 및 제4 레이어의 참조 신호에 OCC를 적용하는 예이다.
The integrated authentication server 20 may communicate with the site server 30 and the relay server 40 for user authentication.,통합 인증 서버(20)는 사용자 인증을 위해 사이트 서버(30)와 중계 서버(40)와 통신할 수 있다.
"As another example, the transmission device 100 may use different Golay sequences previously stored in the memory.","또 다른 예로, 송신 장치 100은 메모리에 미리 저장된 서로 다른 골레이 시퀀스를 이용할 수도 있다."
"In this case, a user input signal corresponding to the user input 4 may be continuously received.","이 경우, 사용자 입력(4)에 대응되는 사용자 입력 신호가 계속하여 수신될 수 있다."
China has grown quantitatively enough to be called the factory of the world.,중국은 전 세계의 공장으로 불릴 만큼 양적으로 성장해 왔다.
19 is a diagram illustrating another embodiment of a layout for forming a unit pixel illustrated in FIG. 2.,도 19는 도 2에 도시된 단위 픽셀을 형성하기 위한 레이아웃의 다른 실시예를 나타내는 도면이다.
"By assigning applications to a panel of icons, users can organize and manage applications efficiently.","아이콘의 패널로 애플리케이션을 할당함으로써, 사용자는 애플리케이션을 효율적으로 조직 및 관리할 수 있다."
The third data lines D31 to D3q may be connected to some of the first data lines D1n+1 to D1o.,제3 데이터선들(D31~D3q)은 일부의 제1 데이터선들(D1n+1~D1o)과 연결될 수 있다.
"The work of defining, analyzing, and processing the knowledge and truth to be derived is highlighted.","도출해야 하는 지식과 진리를 정의하고 분석, 가공하는 작업이 부각된다."
"It is also actively developed as a collaborative robot that can perform tasks for a long time accurately and for a long period of time, thereby exhibiting synergy with humans.",정확하면서 긴 시간 동안 일을 수행할 수 있어 인간과 상호 시너지를 발휘하는 협동 로봇으로써의 개발도 활발하게 이루어지고 있다.
"In addition to the above-described devices, the memory controller 2000 may further include various devices required for operation.",메모리 컨트롤러(2000)는 상술한 장치들 외에도 동작에 필요한 다양한 장치들을 더 포함할 수 있다.
"The hardware chip 11 guarantees the safety of the docking point itself, which is an access point.",하드웨어 칩(11)이 접속 지점인 도킹 포인트 자체의 안전성을 보장한다.
"In this case, the log data applying unit 150 may continuously apply the sorted sub log data to the A data block.","이 경우, 로그 데이터 적용부(150)는 A 데이터 블록에, 정렬된 서브 로그 데이터를 연속적으로 적용할 수 있다."
"As a result of conducting exploration and video recording in a manually controlled flight using a UAV, a total of 15 yard composts were detected at the target site.","UAV를 활용하여 수동조종 비행으로 탐색과 영상 촬영을 병행한 결과, 대상지에서 총 15개소의 야적퇴비가 탐지되었다."
The refrigerator 10 may further include a camera disposed outside the door or outside the main body to detect the user's eye position.,"냉장고(10)는 도어 외부 또는 본체의 외부에 배치되어, 사용자의 눈 위치를 검출하는 카메라를 더 구비할 수도 있다."
Botsman and Rogers argue that the increasing universality of social media and Internet technologies is the most important driving force of the sharing economy.,보츠먼과 로저스는 SNS와 인터넷 기술의 보편성이 증가하는 것이 공유경제의 가장 중요한 원동력이라고 주장한다.
"The smaller the value indicated by the priority, the higher the priority may be indicated.",우선순위에 의해 지시되는 값이 작을수록 높은 우선순위를 지시할 수 있다.
"In this case, the data servers 300 may manage the power mode according to the power control policy.","이때, 데이터 서버들(300)은 전력 제어 정책에 따라 전력 모드를 관리할 수 있다."
"That is, in FIG. 8, the horizontal count (b) is not initialized by the initialization signal and is continuously repeated.","즉, 도 8에서, 수평 카운트(b)는 초기화 신호에 의해 초기화 되지 않고 계속 반복하게 된다."
The first circuit layer 226 may be a circuit board or a flexible circuit.,제1 회로 층(226)은 회로 보드 또는 가요성 회로일 수 있다.
"Referring to FIG. 4B, the model generator 171 classifies a plurality of training data according to characteristics of diagnostic medical institutions.","도 4b를 참조하면, 모델 생성부(171)는 다수의 학습용 데이터를 진단 의료 기관의 특성별로 분류한다."
The data lines DL extend in the second direction D2 and are arranged in the first direction D1.,상기 데이터 라인들(DL)은 상기 제2 방향(D2)으로 연장되고 상기 제1 방향(D1)으로 배열된다.
"As is well known, the BBB also invented the world's best 'foreign language translator' and 'spelling checker'.",주지하는 바와 같이 BBB는 세상에서 가장 훌륭한 ‘외국어 번역기’와 ‘맞춤법 검사기’를 발명해 내기도 하였다.
Text input from the user may be displayed after the cursor 1020.,사용자로부터 입력된 텍스트는 커서(1020) 이후에 표시될 수 있다.
